layer	PC	PC_number	variance_explained	variance_explained_percent
mRNA	PC543	543	1.2880523047945308e-4	0.013
mRNA	PC544	544	1.2789734231590685e-4	0.013
mRNA	PC545	545	1.2632179219345763e-4	0.013
mRNA	PC546	546	1.2471407052932438e-4	0.012
mRNA	PC547	547	1.2444784157068995e-4	0.012
mRNA	PC548	548	1.2300674398131166e-4	0.012
mRNA	PC549	549	1.2026009652254968e-4	0.012
mRNA	PC550	550	1.1717319509865132e-4	0.012
mRNA	PC551	551	1.1667583077070165e-4	0.012
mRNA	PC552	552	1.1323493294094216e-4	0.011
mRNA	PC553	553	1.1118595185994715e-4	0.011
mRNA	PC554	554	1.089010402196086e-4	0.011
mRNA	PC555	555	1.0766506778788954e-4	0.011
mRNA	PC556	556	1.0762373714477054e-4	0.011
mRNA	PC557	557	1.0411994839652677e-4	0.01
mRNA	PC558	558	1.0307939040160843e-4	0.01
mRNA	PC559	559	1.0175454413309735e-4	0.01
mRNA	PC560	560	1.0123742838534793e-4	0.01
mRNA	PC561	561	9.75873824831195e-5	0.01
mRNA	PC562	562	9.246996617639258e-5	0.009
mRNA	PC563	563	9.013724101332683e-5	0.009
mRNA	PC564	564	8.626881241961535e-5	0.009
mRNA	PC565	565	7.214639760588693e-5	0.007
mRNA	PC566	566	6.459197559307587e-5	0.006
mRNA	PC567	567	2.118409862947415e-32	0
